date,date_iso,phase,phase_detail,n_minutes,os_mean_n_used,local_mean_n_unique,median_capture_ratio,os_max_km,local_max_km,median_capture_0-50,median_capture_50-100,median_capture_100-150,median_capture_150-200,median_capture_200-9999,local_nonzero_minutes,pos_file_exists,use_for_stats,skip_reason
20260113,2026-01-13,RTL-SDR,Threshold 8,1388,32.0014409221902,0.0,0.0,307.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260114,2026-01-14,Airspy Mini,Airspy Mini Intro + Gain 13-18,1319,25.21076573161486,0.0,0.0,303.313,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260115,2026-01-15,Airspy Mini,Gain19 / -e 60 (rm -C/-x),1397,33.718682891911236,0.0,0.0,313.582,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260116,2026-01-16,Airspy Mini,-f 2 / -e 50,1418,28.674188998589564,0.0,0.0,319.018,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260117,2026-01-17,Airspy Mini,-m 12,1399,29.060042887776984,0.0,0.0,338.973,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260118,2026-01-18,Airspy Mini,-w 3 (after -w 4),1419,31.485553206483438,0.0,0.0,341.378,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260119,2026-01-19,Airspy Mini,-R snr add/remove,1424,31.575842696629213,0.0,0.0,343.347,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260120,2026-01-20,Airspy Mini,-R snr add/remove,1423,27.822206605762474,0.0,0.0,325.115,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260121,2026-01-21,Airspy Mini,-R snr add/remove,1324,29.772658610271904,0.0,0.0,312.996,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260122,2026-01-22,Airspy Mini,Gain 18,1343,30.64482501861504,0.0,0.0,434.926,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260123,2026-01-23,Airspy Mini,Night Auto Gain,1376,32.90043604651163,0.0,0.0,336.091,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260124,2026-01-24,Airspy Mini,Night Auto Gain,1399,31.483202287348107,5.9363831308077195,0.0,313.165,14523.508410268736,0.0,0.0,0.0,0.0,0.0,578,True,True,
20260125,2026-01-25,Airspy Mini,-m 20 / -e 30 (reverted) + Night Gain21,1387,27.58111031002163,33.77361211247296,1.21875,305.015,14546.25040963769,0.0,0.0,0.0,0.0,0.0,1387,True,True,
20260126,2026-01-26,Airspy Mini,Gain 19 (all day) / Guard stop,1392,28.22485632183908,34.63146551724138,1.2222222222222223,358.574,14507.946928695246,0.0,0.0,0.0,0.0,0.0,1392,True,True,
20260127,2026-01-27,Airspy Mini,Gain 19 (all day) / Guard stop,1397,29.014316392269148,32.99785254115963,1.2,332.261,14506.215368905312,0.0,0.0,0.0,0.0,0.0,1297,True,True,
20260128,2026-01-28,Airspy Mini,Gain 19 (all day) / Guard stop,1394,27.44261119081779,0.0,0.0,337.502,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,local_nonzero<60
20260129,2026-01-29,Airspy Mini,Night Gain19 Guard,1407,29.004264392324092,0.0,0.0,317.284,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260130,2026-01-30,Airspy Mini,Night Gain19 Guard,1392,29.625,0.0,0.0,320.471,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260131,2026-01-31,Airspy Mini,Night Gain19 Guard,1357,28.717759764185704,0.0,0.0,316.897,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260201,2026-02-01,Airspy Mini,Night Gain19 Guard,1389,31.050395968322533,0.0,0.0,418.321,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260202,2026-02-02,Airspy Mini,Night Gain19 Guard,1370,30.996350364963504,0.0,0.0,328.466,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260203,2026-02-03,Airspy Mini,Night Gain19 Guard,1413,29.685067232837934,0.0,0.0,332.876,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260204,2026-02-04,Airspy Mini,Night Gain19 Guard,1357,32.81724392041267,0.0,0.0,341.63,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260205,2026-02-05,Airspy Mini,Night Gain19 Guard,1396,34.20916905444126,0.0,0.0,539.277,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260206,2026-02-06,Airspy Mini,Night Gain19 Guard,1414,31.717114568599715,0.0,0.0,348.414,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260207,2026-02-07,Airspy Mini,Night Gain19 Guard,1374,29.5509461426492,0.0,0.0,323.289,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260208,2026-02-08,Airspy Mini,Night Gain19 Guard,1372,25.604227405247812,0.0,0.0,317.877,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260209,2026-02-09,Airspy Mini,Night Gain19 Guard,1411,31.895109851169384,0.0,0.0,349.273,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260210,2026-02-10,Airspy Mini,Night Gain19 Guard,1432,35.292597765363126,0.0,0.0,343.014,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,no_pos_file
20260211,2026-02-11,Airspy Mini,-m 20 / -e 30 / -f 2,1399,28.217298070050035,32.917798427448176,1.1666666666666667,335.933,14492.294666979948,0.0,0.0,0.0,0.0,0.0,1393,True,True,
20260212,2026-02-12,Airspy Mini,-m 20 / -e 30 / -f 2,1424,29.834269662921347,34.877808988764045,1.162162162162162,330.601,14514.326857136188,0.0,0.0,0.0,0.0,0.0,1424,True,True,
20260213,2026-02-13,Airspy Mini,-m 20 / -e 30 / -f 2,1427,32.44008409250175,37.67694463910301,1.1538461538461537,332.231,14513.394160221922,0.0,0.0,0.0,0.0,0.0,1427,True,True,
20260214,2026-02-14,Airspy+Cable,5D-FB Cable & N-P,1407,34.23951670220327,39.24591329068941,1.1428571428571428,363.553,14508.265730201094,0.0,0.0,0.0,0.0,0.0,1407,True,True,
20260215,2026-02-15,Airspy+Cable,Gain 17 (Night 18),1440,35.48888888888889,40.28541666666667,1.132843137254902,570.477,14837.937040128894,0.0,0.0,0.0,0.0,0.0,1440,True,True,
20260216,2026-02-16,Airspy+Cable,Gain 17 (Night 18),1389,28.542116630669547,33.26709863210943,1.1607142857142858,335.135,14510.369582326166,0.0,0.0,0.0,0.0,0.0,1389,True,True,
20260217,2026-02-17,Airspy+Cable,Gain 17 (Night 18),1370,28.807299270072992,33.78102189781022,1.163265306122449,321.0,14504.581631706864,0.0,0.0,0.0,0.0,0.0,1370,True,True,
20260218,2026-02-18,Airspy+Cable,Gain 17 (Night 18),1401,29.158458244111348,33.84939329050678,1.1578947368421053,523.764,14795.985886357481,0.0,0.0,0.0,0.0,0.0,1401,True,True,
20260219,2026-02-19,Airspy+Cable,Gain 17 (Night 18),1348,29.230712166172108,34.403560830860535,1.1684397163120568,355.71,14511.281318707466,0.0,0.0,0.0,0.0,0.0,1348,True,True,
20260220,2026-02-20,Airspy+Cable,Gain 17 (Night 18),1352,30.027366863905325,34.883136094674555,1.1578947368421053,331.908,14505.214575855969,0.0,0.0,0.0,0.0,0.0,1352,True,True,
20260221,2026-02-21,Airspy+Cable,Gain 17 (Night 18),1383,30.0,35.164859002169194,1.1666666666666667,339.954,14518.410062204193,0.0,0.0,0.0,0.0,0.0,1383,True,True,
20260222,2026-02-22,Airspy+Cable,Gain 17 (Night 18),1430,36.45734265734266,41.522377622377626,1.1346153846153846,371.794,14841.698593290648,0.0,0.0,0.0,0.0,0.0,1430,True,True,
20260223,2026-02-23,Airspy+Cable,Gain 17 (Night 18),1409,36.06174591909156,40.6777856635912,1.125,372.1,14507.349606701759,0.0,0.0,0.0,0.0,0.0,1409,True,True,
20260224,2026-02-24,Airspy+Cable,Gain 17 (Night 18),1392,28.40014367816092,32.97844827586207,1.1555555555555554,361.765,14529.309931657384,0.0,0.0,0.0,0.0,0.0,1392,True,True,
20260225,2026-02-25,Airspy+Cable,Gain 17 (Night 18),1406,24.463726884779515,28.19914651493599,1.1428571428571428,358.622,14520.196240790137,0.0,0.0,0.0,0.0,0.0,1406,True,True,
20260226,2026-02-26,airspy_cable_v2,Indoor cable change (2.5DS-QFB),1434,30.34100418410042,35.465829846582984,1.16,365.262,14552.354619876349,0.0,0.0,0.0,0.0,0.0,1434,True,True,
20260227,2026-02-27,airspy_cable_v2,-m 12 / -f 1 / -e 60,1413,32.796178343949045,38.360226468506724,1.1627906976744187,456.966,14738.677567388668,0.0,0.0,0.0,0.0,0.0,1413,True,True,
20260228,2026-02-28,airspy_adapter,Adapter change (NM-SM50+),4,34.75,41.25,1.2122416534181242,254.514,14382.242379425035,0.0,0.0,0.0,0.0,0.0,4,True,False,os_minutes<60
